charge_point_id,payload
ezoqjCSmDt3tWMpdjNl7,"{""connectorId"":3,""transactionId"":75259,""meterValue"":[{""timestamp"":""2023-09-17T22:42:00Z"",""sampledValue"":[{""value"":""4756474"",""context"":""Sample.Clock"",""measurand"":""Energy.Active.Import.Register"",""unit"":""Wh""},{""phase"":""L3"",""value"":""252.54"",""context"":""Sample.Clock"",""measurand"":""Voltage"",""unit"":""V""},{""value"":""51.31"",""context"":""Sample.Clock"",""measurand"":""Temperature"",""unit"":""Celsius""},{""phase"":""L3"",""value"":""0.50"",""context"":""Sample.Clock"",""measurand"":""Current.Import"",""unit"":""A""}]}]}"
pgfPzZCDaiElu7d5qZq,"{""connectorId"":1,""transactionId"":76281,""meterValue"":[{""timestamp"":""2023-09-17T22:42:02Z"",""sampledValue"":[{""value"":""618940"",""context"":""Sample.Periodic"",""measurand"":""Energy.Active.Import.Register"",""unit"":""Wh""}]}]}"
gCw5x1MoQvUFj373WZjz,"{""connectorId"":1,""transactionId"":76278,""meterValue"":[{""timestamp"":""2023-09-17T22:42:02Z"",""sampledValue"":[{""value"":""513275.562500"",""context"":""Sample.Periodic"",""measurand"":""Energy.Active.Import.Register"",""unit"":""Wh""}]}]}"
jfFW3BwLjAW3SbhC47Sz,"{""connectorId"":1,""transactionId"":76275,""meterValue"":[{""timestamp"":""2023-09-17T22:42:00Z"",""sampledValue"":[{""value"":""475393.468750"",""context"":""Sample.Clock"",""measurand"":""Energy.Active.Import.Register"",""unit"":""Wh""},{""phase"":""L1"",""value"":""247.14"",""context"":""Sample.Clock"",""measurand"":""Voltage"",""unit"":""V""},{""value"":""0.00"",""context"":""Sample.Clock"",""measurand"":""Temperature"",""unit"":""Celsius""},{""phase"":""L1"",""value"":""10.00"",""context"":""Sample.Clock"",""measurand"":""Current.Import"",""unit"":""A""}]}]}"
C6FepgCW5KrIuHSBbUI,"{""connectorId"":1,""transactionId"":76285,""meterValue"":[{""timestamp"":""2023-09-17T22:42:03Z"",""sampledValue"":[{""value"":""655618.937500"",""context"":""Sample.Periodic"",""measurand"":""Energy.Active.Import.Register"",""unit"":""Wh""}]}]}"
tVhxJtv6vlipC3eCCr0c,"{""connectorId"":2,""transactionId"":74969,""meterValue"":[{""timestamp"":""2023-09-17T22:42:02Z"",""sampledValue"":[{""value"":""949424"",""context"":""Sample.Clock"",""measurand"":""Energy.Active.Import.Register"",""unit"":""Wh""},{""phase"":""L2"",""value"":""251.35"",""context"":""Sample.Clock"",""measurand"":""Voltage"",""unit"":""V""},{""value"":""50.61"",""context"":""Sample.Clock"",""measurand"":""Temperature"",""unit"":""Celsius""},{""phase"":""L2"",""value"":""0.54"",""context"":""Sample.Clock"",""measurand"":""Current.Import"",""unit"":""A""}]}]}"
Y1m1cuVPTWAMgxU5jpo,"{""connectorId"":3,""transactionId"":76240,""meterValue"":[{""timestamp"":""2023-09-17T22:42:04Z"",""sampledValue"":[{""value"":""2669939"",""context"":""Sample.Clock"",""measurand"":""Energy.Active.Import.Register"",""unit"":""Wh""},{""phase"":""L3"",""value"":""252.07"",""context"":""Sample.Clock"",""measurand"":""Voltage"",""unit"":""V""},{""value"":""48.94"",""context"":""Sample.Clock"",""measurand"":""Temperature"",""unit"":""Celsius""},{""phase"":""L3"",""value"":""5.32"",""context"":""Sample.Clock"",""measurand"":""Current.Import"",""unit"":""A""}]}]}"
ezoqjCSmDt3tWMpdjNl7,"{""connectorId"":2,""transactionId"":73805,""meterValue"":[{""timestamp"":""2023-09-17T22:42:03Z"",""sampledValue"":[{""value"":""4955380"",""context"":""Sample.Clock"",""measurand"":""Energy.Active.Import.Register"",""unit"":""Wh""},{""phase"":""L2"",""value"":""251.25"",""context"":""Sample.Clock"",""measurand"":""Voltage"",""unit"":""V""},{""value"":""51.31"",""context"":""Sample.Clock"",""measurand"":""Temperature"",""unit"":""Celsius""},{""phase"":""L2"",""value"":""10.23"",""context"":""Sample.Clock"",""measurand"":""Current.Import"",""unit"":""A""}]}]}"
pgfPzZCDaiElu7d5qZq,"{""connectorId"":1,""transactionId"":76281,""meterValue"":[{""timestamp"":""2023-09-17T22:42:05Z"",""sampledValue"":[{""value"":""618950"",""context"":""Sample.Clock"",""measurand"":""Energy.Active.Import.Register"",""unit"":""Wh""},{""phase"":""L1"",""value"":""249.679993"",""context"":""Sample.Clock"",""measurand"":""Voltage"",""unit"":""V""},{""value"":""0"",""context"":""Sample.Clock"",""measurand"":""Temperature"",""unit"":""Celsius""},{""phase"":""L1"",""value"":""8.060400"",""context"":""Sample.Clock"",""measurand"":""Current.Import"",""unit"":""A""},{""value"":""0"",""context"":""Sample.Clock"",""measurand"":""SoC"",""unit"":""Percent""}]}]}"
C6FepgCW5KrIuHSBbUI,"{""connectorId"":1,""transactionId"":76285,""meterValue"":[{""timestamp"":""2023-09-17T22:42:06Z"",""sampledValue"":[{""value"":""655618.937500"",""context"":""Sample.Periodic"",""measurand"":""Energy.Active.Import.Register"",""unit"":""Wh""}]}]}"
ezoqjCSmDt3tWMpdjNl7,"{""connectorId"":1,""transactionId"":76242,""meterValue"":[{""timestamp"":""2023-09-17T22:42:06Z"",""sampledValue"":[{""value"":""4690650"",""context"":""Sample.Clock"",""measurand"":""Energy.Active.Import.Register"",""unit"":""Wh""},{""phase"":""L1"",""value"":""252.57"",""context"":""Sample.Clock"",""measurand"":""Voltage"",""unit"":""V""},{""value"":""51.31"",""context"":""Sample.Clock"",""measurand"":""Temperature"",""unit"":""Celsius""},{""phase"":""L1"",""value"":""5.06"",""context"":""Sample.Clock"",""measurand"":""Current.Import"",""unit"":""A""}]}]}"
QS7YfTfE9J6d84RXbOg,"{""connectorId"":1,""transactionId"":76236,""meterValue"":[{""timestamp"":""2023-09-17T22:42:15Z"",""sampledValue"":[{""value"":""329615.562500"",""context"":""Sample.Periodic"",""measurand"":""Energy.Active.Import.Register"",""unit"":""Wh""}]}]}"
YL8EnsHirwWngOclt8o,"{""connectorId"":1,""transactionId"":76280,""meterValue"":[{""timestamp"":""2023-09-17T22:42:15Z"",""sampledValue"":[{""value"":""909686.937500"",""context"":""Sample.Periodic"",""measurand"":""Energy.Active.Import.Register"",""unit"":""Wh""}]}]}"
aeRyDDriyNud1HAj3GQd,"{""connectorId"":1,""transactionId"":76286,""meterValue"":[{""timestamp"":""2023-09-17T22:42:17Z"",""sampledValue"":[{""value"":""834194.312500"",""context"":""Sample.Periodic"",""measurand"":""Energy.Active.Import.Register"",""unit"":""Wh""}]}]}"
cQpmQASnlEATl2EnqlV,"{""connectorId"":1,""transactionId"":76203,""meterValue"":[{""timestamp"":""2023-09-17T22:42:19Z"",""sampledValue"":[{""value"":""215094.265625"",""context"":""Sample.Periodic"",""measurand"":""Energy.Active.Import.Register"",""unit"":""Wh""}]}]}"
jfFW3BwLjAW3SbhC47Sz,"{""connectorId"":1,""transactionId"":76275,""meterValue"":[{""timestamp"":""2023-09-17T22:42:18Z"",""sampledValue"":[{""value"":""475393.468750"",""context"":""Sample.Periodic"",""measurand"":""Energy.Active.Import.Register"",""unit"":""Wh""}]}]}"
TCT5PdNA0J0Voy8wQ8,"{""connectorId"":1,""transactionId"":76220,""meterValue"":[{""timestamp"":""2023-09-17T22:42:21Z"",""sampledValue"":[{""value"":""521318.125000"",""context"":""Sample.Periodic"",""measurand"":""Energy.Active.Import.Register"",""unit"":""Wh""}]}]}"
ezoqjCSmDt3tWMpdjNl7,"{""connectorId"":1,""transactionId"":76242,""meterValue"":[{""timestamp"":""2023-09-17T22:42:24Z"",""sampledValue"":[{""value"":""4690656"",""context"":""Sample.Periodic"",""measurand"":""Energy.Active.Import.Register"",""unit"":""Wh""}]}]}"
R8bT4rIIQR0a5qce,"{""connectorId"":1,""transactionId"":76241,""meterValue"":[{""timestamp"":""2023-09-17T22:42:26Z"",""sampledValue"":[{""value"":""342760.531250"",""context"":""Sample.Periodic"",""measurand"":""Energy.Active.Import.Register"",""unit"":""Wh""}]}]}"
pgfPzZCDaiElu7d5qZq,"{""connectorId"":1,""transactionId"":76281,""meterValue"":[{""timestamp"":""2023-09-17T22:42:26Z"",""sampledValue"":[{""value"":""618980"",""context"":""Sample.Periodic"",""measurand"":""Energy.Active.Import.Register"",""unit"":""Wh""}]}]}"
g2kzFWVTVeYApzfman8X,"{""connectorId"":1,""transactionId"":76214,""meterValue"":[{""timestamp"":""2023-09-17T22:42:31Z"",""sampledValue"":[{""value"":""207448.250000"",""context"":""Sample.Periodic"",""measurand"":""Energy.Active.Import.Register"",""unit"":""Wh""}]}]}"
P4Pb8AWcdpRjtrB9WvBq,"{""connectorId"":1,""transactionId"":76272,""meterValue"":[{""timestamp"":""2023-09-17T22:42:34Z"",""sampledValue"":[{""value"":""497932.062500"",""context"":""Sample.Periodic"",""measurand"":""Energy.Active.Import.Register"",""unit"":""Wh""}]}]}"
tVhxJtv6vlipC3eCCr0c,"{""connectorId"":1,""transactionId"":74925,""meterValue"":[{""timestamp"":""2023-09-17T22:42:34Z"",""sampledValue"":[{""value"":""1024693"",""context"":""Sample.Periodic"",""measurand"":""Energy.Active.Import.Register"",""unit"":""Wh""}]}]}"
i88wOXXI2VdmWI0Pt3Kf,"{""connectorId"":1,""transactionId"":76221,""meterValue"":[{""timestamp"":""2023-09-17T22:42:44Z"",""sampledValue"":[{""value"":""609473.812500"",""context"":""Sample.Periodic"",""measurand"":""Energy.Active.Import.Register"",""unit"":""Wh""}]}]}"
Y1m1cuVPTWAMgxU5jpo,"{""connectorId"":3,""transactionId"":76240,""meterValue"":[{""timestamp"":""2023-09-17T22:42:43Z"",""sampledValue"":[{""value"":""2669954"",""context"":""Sample.Periodic"",""measurand"":""Energy.Active.Import.Register"",""unit"":""Wh""}]}]}"
ezoqjCSmDt3tWMpdjNl7,"{""connectorId"":3,""transactionId"":75259,""meterValue"":[{""timestamp"":""2023-09-17T22:42:44Z"",""sampledValue"":[{""value"":""4756474"",""context"":""Sample.Periodic"",""measurand"":""Energy.Active.Import.Register"",""unit"":""Wh""}]}]}"
ezoqjCSmDt3tWMpdjNl7,"{""connectorId"":2,""transactionId"":73805,""meterValue"":[{""timestamp"":""2023-09-17T22:42:46Z"",""sampledValue"":[{""value"":""4955414"",""context"":""Sample.Periodic"",""measurand"":""Energy.Active.Import.Register"",""unit"":""Wh""}]}]}"
2cBgXpZ22Il321iy01i,"{""connectorId"":1,""transactionId"":76288,""meterValue"":[{""timestamp"":""2023-09-17T22:42:48Z"",""sampledValue"":[{""value"":""323103.156250"",""context"":""Sample.Periodic"",""measurand"":""Energy.Active.Import.Register"",""unit"":""Wh""}]}]}"
pgfPzZCDaiElu7d5qZq,"{""connectorId"":1,""transactionId"":76281,""meterValue"":[{""timestamp"":""2023-09-17T22:42:48Z"",""sampledValue"":[{""value"":""619020"",""context"":""Sample.Periodic"",""measurand"":""Energy.Active.Import.Register"",""unit"":""Wh""}]}]}"
tVhxJtv6vlipC3eCCr0c,"{""connectorId"":2,""transactionId"":74969,""meterValue"":[{""timestamp"":""2023-09-17T22:42:47Z"",""sampledValue"":[{""value"":""949424"",""context"":""Sample.Periodic"",""measurand"":""Energy.Active.Import.Register"",""unit"":""Wh""}]}]}"
Z3qNOYCw5G5uosAzc,"{""connectorId"":1,""transactionId"":76276,""meterValue"":[{""timestamp"":""2023-09-17T22:42:51Z"",""sampledValue"":[{""value"":""543525.750000"",""context"":""Sample.Periodic"",""measurand"":""Energy.Active.Import.Register"",""unit"":""Wh""}]}]}"
cocPpWdMprESdBtOQvGd,"{""connectorId"":1,""transactionId"":76265,""meterValue"":[{""timestamp"":""2023-09-17T22:42:52Z"",""sampledValue"":[{""value"":""356618.718750"",""context"":""Sample.Periodic"",""measurand"":""Energy.Active.Import.Register"",""unit"":""Wh""}]}]}"
lFWsFpzKYec7buyfFG,"{""connectorId"":1,""transactionId"":76247,""meterValue"":[{""timestamp"":""2023-09-17T22:42:54Z"",""sampledValue"":[{""value"":""227464.718750"",""context"":""Sample.Periodic"",""measurand"":""Energy.Active.Import.Register"",""unit"":""Wh""}]}]}"
v4xsAsnZMFetYkxBDAWp,"{""connectorId"":1,""transactionId"":76287,""meterValue"":[{""timestamp"":""2023-09-17T22:42:54Z"",""sampledValue"":[{""value"":""382408.031250"",""context"":""Sample.Periodic"",""measurand"":""Energy.Active.Import.Register"",""unit"":""Wh""}]}]}"
l5Us3JZIaTCetQpWLgx7,"{""connectorId"":1,""transactionId"":76266,""meterValue"":[{""timestamp"":""2023-09-17T22:42:59Z"",""sampledValue"":[{""value"":""222424.875000"",""context"":""Sample.Periodic"",""measurand"":""Energy.Active.Import.Register"",""unit"":""Wh""}]}]}"
gCw5x1MoQvUFj373WZjz,"{""connectorId"":1,""transactionId"":76278,""meterValue"":[{""timestamp"":""2023-09-17T22:43:02Z"",""sampledValue"":[{""value"":""513324.875000"",""context"":""Sample.Periodic"",""measurand"":""Energy.Active.Import.Register"",""unit"":""Wh""}]}]}"
C6FepgCW5KrIuHSBbUI,"{""connectorId"":1,""transactionId"":76285,""meterValue"":[{""timestamp"":""2023-09-17T22:43:03Z"",""sampledValue"":[{""value"":""655656.062500"",""context"":""Sample.Periodic"",""measurand"":""Energy.Active.Import.Register"",""unit"":""Wh""}]}]}"
C6FepgCW5KrIuHSBbUI,"{""connectorId"":1,""transactionId"":76285,""meterValue"":[{""timestamp"":""2023-09-17T22:43:06Z"",""sampledValue"":[{""value"":""655656.062500"",""context"":""Sample.Periodic"",""measurand"":""Energy.Active.Import.Register"",""unit"":""Wh""}]}]}"
pgfPzZCDaiElu7d5qZq,"{""connectorId"":1,""transactionId"":76281,""meterValue"":[{""timestamp"":""2023-09-17T22:43:08Z"",""sampledValue"":[{""value"":""619050"",""context"":""Sample.Clock"",""measurand"":""Energy.Active.Import.Register"",""unit"":""Wh""},{""phase"":""L1"",""value"":""249.889999"",""context"":""Sample.Clock"",""measurand"":""Voltage"",""unit"":""V""},{""value"":""0"",""context"":""Sample.Clock"",""measurand"":""Temperature"",""unit"":""Celsius""},{""phase"":""L1"",""value"":""8.044900"",""context"":""Sample.Clock"",""measurand"":""Current.Import"",""unit"":""A""},{""value"":""0"",""context"":""Sample.Clock"",""measurand"":""SoC"",""unit"":""Percent""}]}]}"
pgfPzZCDaiElu7d5qZq,"{""connectorId"":1,""transactionId"":76281,""meterValue"":[{""timestamp"":""2023-09-17T22:43:11Z"",""sampledValue"":[{""value"":""619060"",""context"":""Sample.Periodic"",""measurand"":""Energy.Active.Import.Register"",""unit"":""Wh""}]}]}"
YL8EnsHirwWngOclt8o,"{""connectorId"":1,""transactionId"":76280,""meterValue"":[{""timestamp"":""2023-09-17T22:43:15Z"",""sampledValue"":[{""value"":""910524.000000"",""context"":""Sample.Periodic"",""measurand"":""Energy.Active.Import.Register"",""unit"":""Wh""}]}]}"
QS7YfTfE9J6d84RXbOg,"{""connectorId"":1,""transactionId"":76236,""meterValue"":[{""timestamp"":""2023-09-17T22:43:15Z"",""sampledValue"":[{""value"":""329626.375000"",""context"":""Sample.Periodic"",""measurand"":""Energy.Active.Import.Register"",""unit"":""Wh""}]}]}"
aeRyDDriyNud1HAj3GQd,"{""connectorId"":1,""transactionId"":76286,""meterValue"":[{""timestamp"":""2023-09-17T22:43:17Z"",""sampledValue"":[{""value"":""834523.687500"",""context"":""Sample.Periodic"",""measurand"":""Energy.Active.Import.Register"",""unit"":""Wh""}]}]}"
jfFW3BwLjAW3SbhC47Sz,"{""connectorId"":1,""transactionId"":76275,""meterValue"":[{""timestamp"":""2023-09-17T22:43:18Z"",""sampledValue"":[{""value"":""475437.875000"",""context"":""Sample.Periodic"",""measurand"":""Energy.Active.Import.Register"",""unit"":""Wh""}]}]}"
cQpmQASnlEATl2EnqlV,"{""connectorId"":1,""transactionId"":76203,""meterValue"":[{""timestamp"":""2023-09-17T22:43:19Z"",""sampledValue"":[{""value"":""215107.265625"",""context"":""Sample.Periodic"",""measurand"":""Energy.Active.Import.Register"",""unit"":""Wh""}]}]}"
TCT5PdNA0J0Voy8wQ8,"{""connectorId"":1,""transactionId"":76220,""meterValue"":[{""timestamp"":""2023-09-17T22:43:21Z"",""sampledValue"":[{""value"":""521348.312500"",""context"":""Sample.Periodic"",""measurand"":""Energy.Active.Import.Register"",""unit"":""Wh""}]}]}"
ezoqjCSmDt3tWMpdjNl7,"{""connectorId"":1,""transactionId"":76242,""meterValue"":[{""timestamp"":""2023-09-17T22:43:25Z"",""sampledValue"":[{""value"":""4690677"",""context"":""Sample.Periodic"",""measurand"":""Energy.Active.Import.Register"",""unit"":""Wh""}]}]}"
R8bT4rIIQR0a5qce,"{""connectorId"":1,""transactionId"":76241,""meterValue"":[{""timestamp"":""2023-09-17T22:43:26Z"",""sampledValue"":[{""value"":""342781.531250"",""context"":""Sample.Periodic"",""measurand"":""Energy.Active.Import.Register"",""unit"":""Wh""}]}]}"
g2kzFWVTVeYApzfman8X,"{""connectorId"":1,""transactionId"":76214,""meterValue"":[{""timestamp"":""2023-09-17T22:43:31Z"",""sampledValue"":[{""value"":""207452.843750"",""context"":""Sample.Periodic"",""measurand"":""Energy.Active.Import.Register"",""unit"":""Wh""}]}]}"
pgfPzZCDaiElu7d5qZq,"{""connectorId"":1,""transactionId"":76281,""meterValue"":[{""timestamp"":""2023-09-17T22:43:33Z"",""sampledValue"":[{""value"":""619090"",""context"":""Sample.Periodic"",""measurand"":""Energy.Active.Import.Register"",""unit"":""Wh""}]}]}"
tVhxJtv6vlipC3eCCr0c,"{""connectorId"":1,""transactionId"":74925,""meterValue"":[{""timestamp"":""2023-09-17T22:43:34Z"",""sampledValue"":[{""value"":""1024693"",""context"":""Sample.Periodic"",""measurand"":""Energy.Active.Import.Register"",""unit"":""Wh""}]}]}"
P4Pb8AWcdpRjtrB9WvBq,"{""connectorId"":1,""transactionId"":76272,""meterValue"":[{""timestamp"":""2023-09-17T22:43:34Z"",""sampledValue"":[{""value"":""497982.562500"",""context"":""Sample.Periodic"",""measurand"":""Energy.Active.Import.Register"",""unit"":""Wh""}]}]}"
Y1m1cuVPTWAMgxU5jpo,"{""connectorId"":3,""transactionId"":76240,""meterValue"":[{""timestamp"":""2023-09-17T22:43:43Z"",""sampledValue"":[{""value"":""2669976"",""context"":""Sample.Periodic"",""measurand"":""Energy.Active.Import.Register"",""unit"":""Wh""}]}]}"
i88wOXXI2VdmWI0Pt3Kf,"{""connectorId"":1,""transactionId"":76221,""meterValue"":[{""timestamp"":""2023-09-17T22:43:44Z"",""sampledValue"":[{""value"":""609503.187500"",""context"":""Sample.Periodic"",""measurand"":""Energy.Active.Import.Register"",""unit"":""Wh""}]}]}"
ezoqjCSmDt3tWMpdjNl7,"{""connectorId"":3,""transactionId"":75259,""meterValue"":[{""timestamp"":""2023-09-17T22:43:44Z"",""sampledValue"":[{""value"":""4756474"",""context"":""Sample.Periodic"",""measurand"":""Energy.Active.Import.Register"",""unit"":""Wh""}]}]}"
ezoqjCSmDt3tWMpdjNl7,"{""connectorId"":2,""transactionId"":73805,""meterValue"":[{""timestamp"":""2023-09-17T22:43:46Z"",""sampledValue"":[{""value"":""4955454"",""context"":""Sample.Periodic"",""measurand"":""Energy.Active.Import.Register"",""unit"":""Wh""}]}]}"
2cBgXpZ22Il321iy01i,"{""connectorId"":1,""transactionId"":76288,""meterValue"":[{""timestamp"":""2023-09-17T22:43:48Z"",""sampledValue"":[{""value"":""323123.437500"",""context"":""Sample.Periodic"",""measurand"":""Energy.Active.Import.Register"",""unit"":""Wh""}]}]}"
tVhxJtv6vlipC3eCCr0c,"{""connectorId"":2,""transactionId"":74969,""meterValue"":[{""timestamp"":""2023-09-17T22:43:47Z"",""sampledValue"":[{""value"":""949424"",""context"":""Sample.Periodic"",""measurand"":""Energy.Active.Import.Register"",""unit"":""Wh""}]}]}"
Z3qNOYCw5G5uosAzc,"{""connectorId"":1,""transactionId"":76276,""meterValue"":[{""timestamp"":""2023-09-17T22:43:51Z"",""sampledValue"":[{""value"":""543576.000000"",""context"":""Sample.Periodic"",""measurand"":""Energy.Active.Import.Register"",""unit"":""Wh""}]}]}"
cocPpWdMprESdBtOQvGd,"{""connectorId"":1,""transactionId"":76265,""meterValue"":[{""timestamp"":""2023-09-17T22:43:52Z"",""sampledValue"":[{""value"":""356642.906250"",""context"":""Sample.Periodic"",""measurand"":""Energy.Active.Import.Register"",""unit"":""Wh""}]}]}"
v4xsAsnZMFetYkxBDAWp,"{""connectorId"":1,""transactionId"":76287,""meterValue"":[{""timestamp"":""2023-09-17T22:43:54Z"",""sampledValue"":[{""value"":""382427.750000"",""context"":""Sample.Periodic"",""measurand"":""Energy.Active.Import.Register"",""unit"":""Wh""}]}]}"
lFWsFpzKYec7buyfFG,"{""connectorId"":1,""transactionId"":76247,""meterValue"":[{""timestamp"":""2023-09-17T22:43:55Z"",""sampledValue"":[{""value"":""227469.421875"",""context"":""Sample.Periodic"",""measurand"":""Energy.Active.Import.Register"",""unit"":""Wh""}]}]}"
